,0
0,0.0021900915205552724
1,0.013148972552256848
2,0.0004927705921249363
3,0.0005222525933631803
4,0.0007960140334325893
5,0.002417524101536012
6,6.738743140170068e-05
7,0.0004043245884102042
8,0.001406712630510502
9,0.0018236723623085251
10,0.007265207447995856
11,0.0006696625995544006
12,0.002312231239970855
13,0.009366852964836397
14,0.0003411488714711098
15,0.0060985625418539125
16,0.22790429300055173
17,0.0031966912771181763
18,0.029764186107238678
19,0.002716555828381059
20,0.0013309017701835886
21,0.0035799572932153495
22,0.0019458120817241074
23,0.01369228371793306
24,0.0005938517392274873
25,2.948200123824405e-05
26,0.000732838316493495
27,0.0004464417330362671
28,0.0014614649185243837
29,0.007842212329372917
30,0.0029692586961374366
31,0.0021606095193170286
32,0.0005096174499753614
33,0.002383830385835162
34,0.0006022751681527
35,0.0010613520445767858
36,0.03558477549456057
37,0.014627284328631656
38,0.06383695610972358
39,0.0006317571693909439
40,0.0003074551557702594
41,0.00039590115948499155
42,0.0007286266020308887
43,0.0005011940210501489
44,0.00048855887766233
45,0.0026365332535915396
46,0.004211714462606294
47,0.013216359983658547
48,0.01789557475161414
49,0.06080452169664705
50,0.004455993901437459
51,0.0033483129977720035
52,0.0032345967072816336
53,0.00042959487518584187
54,0.00042959487518584187
55,0.0003706308727093538
56,0.0034662410027249796
57,0.001907906651560651
58,0.007682167179793879
59,0.004026399026251616
60,0.00045907687642408597
61,0.0005475228801388181
62,0.02430159244923831
63,0.00045907687642408597
64,0.014829446622836757
65,0.019340192812288097
66,0.000619122026003125
67,0.0004506534474988733
68,0.0005054057355127552
69,0.006005904823676574
70,0.0007075680297178572
71,0.0013982892015852893
72,0.0020763752300649026
73,0.0018826363647850132
74,0.0006486040272413691
75,0.023543483845969177
76,0.001377230629272258
77,0.0012003386218427936
78,0.048834829193919974
79,0.00537414765428563
80,0.03938795365429405
81,0.15377811845868097
82,0.02143762661466603
83,0.0009518474685490223
84,0.0004632885908866923
85,0.001667838927192092
86,0.0014741000619122027
87,0.007117797441804635
88,0.1007273630876921
89,0.0007581086032691327
90,0.00029060829791983424
91,0.0005559463090640307
92,0.00043380658964844825
93,0.002371195242447343
94,0.0018110372189207061
95,0.00043380658964844825
96,0.0013477486280340139
97,0.007151491157505486
98,0.0012003386218427936
99,0.0003916894450223853
100,0.004679214767955592
101,0.0019626589395745327
102,0.00042959487518584187
103,0.08825226484945227
104,0.0017604966453694307
105,0.0025228169631011698
106,0.003344101283309397
107,0.0047044850547312295
108,0.0016130866391782103
109,0.002350136670134312
110,0.05852177245791445
111,0.0025270286775637757
112,0.003849507018822152
113,0.00043380658964844825
114,0.0031419389891042945
115,0.0006443923127787629
116,0.012580391099804997
117,0.0013014197689453445
118,0.0017268029296685803
119,0.0015751812090147536
120,0.001608874924715604
121,0.0024764881040125
122,0.00016004514957903914
123,0.0005938517392274873
124,0.009312100676822513
125,0.004822413059684206
126,0.0057574136703828025
127,0.001735226358593793
128,0.0006570274561665817
129,0.0005559463090640307
130,0.0012550909098566754
131,0.0023543483845969177
132,7.581086032691327e-05
133,0.0004085363028728104
134,0.0012550909098566754
135,0.027666752304860744
136,0.0004717120198119048
137,0.03535734291357983
138,0.004721331912581655
139,0.0022743258098073984
140,0.003175632704805145
141,0.00020637400866770834
142,0.0004464417330362671
143,0.04934865835835794
144,0.0003032434413076531
145,0.10102218310007455
146,0.005449958514612544
147,0.0016425686404164543
148,0.0010571403301141797
149,0.0004548651619614797
150,0.022743258098073985
151,0.0004043245884102042
152,0.0011666449061419433
153,0.004220137891531506
154,0.0013056314834079508
155,0.004262255036157569
156,0.0029102946936609485
157,0.002746037829619303
158,0.012630931673356272
159,0.053829922546571034
160,0.0005348877367509992
161,0.0024512178172368627
162,0.008263383775633546
163,0.0014867352053000214
164,0.002223785236256123
165,0.0004506534474988733
166,0.09030758150720414
167,0.11086074808472286
168,0.002872389263497492
169,0.0007623203177317391
170,0.0006865094574048258
171,0.0003032434413076531
172,0.0044602056159000645
173,0.0019710823684997453
174,0.07274894391259851
175,0.011026268463103277
176,0.007741131182270367
177,0.004995093352651064
178,0.0020595283722144773
179,0.0007538968888065265
180,0.0005138291644379678
181,0.0011455863338289119
182,0.004114845029966349
183,0.002021622942051021
184,0.0304506955646435
185,0.0772217846718864
186,0.0032809255663703023
187,0.05035525811492084
188,0.009868046985886546
189,0.0012424557664688564
190,0.004026399026251616
191,0.0014151360594357144
192,0.004603403907628679
193,0.011733836492821134
194,0.02009830141555723
195,0.00043801830411105446
196,0.0011076809036654552
197,0.002813425261021004
198,0.0013730189148096516
199,0.0007623203177317391
200,0.002775519830857547
201,0.0015541226367017222
202,0.00037905430163456637
203,0.0017394380730563989
204,0.006111197685241731
205,0.0030282226986139246
206,0.08735516966891713
207,0.030261168413826218
208,0.00198792922635017
209,0.0022743258098073984
210,0.0006359688838535502
211,0.03342837768970615
212,0.00015162172065382655
213,0.014370369746412674
214,0.0001263514338781888
215,0.0110431153209537
216,0.012681472246907547
217,0.00048434716319972374
218,0.012268724229572132
219,0.13522551625090024
220,0.008200208058694453
221,0.0004506534474988733
222,0.0001389865772660077
223,0.0004969823065875426
224,6.738743140170068e-05
225,0.0004211714462606293
226,0.0002779731545320154
227,0.01520007749554611
228,0.048636878614177474
229,0.0034199121436363097
230,0.0006696625995544006
231,0.020671094582471686
232,0.0562179646468688
233,0.0025228169631011698
234,0.004637097623329529
235,0.0007244148875682825
236,0.021029090311793223
237,0.0004717120198119048
238,0.0033314661399215777
239,4.211714462606293e-05
240,0.003862142162209971
241,0.0001263514338781888
242,0.0004548651619614797
243,0.00013477486280340136
244,0.006077503969540881
245,0.0004506534474988733
246,0.0007918023189699831
247,0.008263383775633546
248,0.00029060829791983424
249,0.004523381332839159
250,0.001966870654037139
251,0.000732838316493495
252,0.004207502748143687
253,0.028260604044088228
254,0.0004001128739475978
255,0.00047592373427451115
256,0.011283183045322259
257,0.00045907687642408597
258,0.011523250769690817
259,0.0020932220879153274
260,0.007842212329372917
261,0.0002569145822189839
262,0.0017478615019816115
263,0.02498389019218053
264,0.0005054057355127552
265,0.0514629390185863
266,0.019988796839529466
267,0.00514671507330489
268,0.003217749849431208
269,0.0035925924366031685
270,0.0023796186713725557
271,0.0006486040272413691
272,0.0016720506416546986
273,0.000345360585933716
274,0.0097711775532466
275,0.10022195735217934
276,0.005959575964587905
277,0.0967135992048283
278,0.002918718122586161
279,0.0017520732164442178
280,0.0023922538147603746
281,0.0007075680297178572
282,0.03617441551932545
283,0.010356605863548874
284,0.0700113295119044
285,0.02879128006637662
286,0.0001179280049529762
287,0.025649341077272327
288,0.0007791671755821642
289,0.0010023880421002977
290,0.0028302721188714288
291,0.00014319829172861398
292,0.03800651131055919
293,0.002337501526746493
294,0.0005727931669144559
295,0.0004211714462606293
296,0.0014446180606739586
297,0.0011287394759784866
298,0.0064902519868762975
299,0.0013435369135714075
300,0.00022743258098073985
301,0.04379340698218024
302,0.0015246406354634781
303,0.0013098431978705572
304,0.00853293350124035
305,0.008389735209511735
306,0.0016804740705799108
307,0.0008254960346708334
308,0.00670504942446922
309,0.0005854283103022748
310,0.0005222525933631803
311,0.0006696625995544006
312,0.0017604966453694307
313,0.00045907687642408597
314,0.004266466750620175
315,0.0003832660160971727
316,0.0008423428925212586
317,1.684685785042517e-05
