,0
0,0.01980084098609252
1,0.06925040878906238
2,0.0041333577844657726
3,0.004714602780614117
4,0.0034545118549705665
5,0.013455651552989594
6,0.0006334875868430004
7,0.0006334875868430004
8,0.008655765248992194
9,0.004714602780614117
10,0.04723832252276203
11,0.003364956040099303
12,0.015222621521723509
13,0.02761464344479517
14,0.0040914387874422566
15,0.03234785854810656
16,0.20550850272236204
17,0.024744593924019394
18,0.12623958858483983
19,0.02304625161707359
20,0.019425625763811842
21,0.03764465657454058
22,0.012618412554962816
23,0.06775720410127027
24,0.0006334875868430004
25,0.00441310565534732
26,0.007867617510317887
27,0.00399758106679891
28,0.011756525727921548
29,0.04681060121554914
30,0.02298520604084548
31,0.01478775688354534
32,0.0041333577844657726
33,0.021433649102393933
34,0.013377603661607331
35,0.01132904439084149
36,0.12856623477861465
37,0.05243059147954859
38,0.13668838819093806
39,0.004714602780614117
40,0.009876229820162858
41,0.0041333577844657726
42,0.0039411624683780766
43,1.6637661843411127e-05
44,0.0035572584406081778
45,0.01125006940334937
46,0.025610955492970634
47,0.060395674415119296
48,0.03571298813374158
49,0.1452889214027632
50,0.04697422709546985
51,0.01897033280661929
52,0.02895563436183591
53,0.0035572584406081778
54,0.0006359729207787404
55,0.004592831976919616
56,0.019425625763811842
57,0.015029170338241214
58,0.05666897288709984
59,0.033537150846379926
60,0.008130938851264681
61,0.008934128424449047
62,0.10142291735259852
63,0.0039411624683780766
64,0.06827575499127432
65,0.08830556308057745
66,0.004487473703698133
67,0.004487473703698133
68,0.0035572584406081778
69,0.04371088048654862
70,0.008900579359045454
71,0.012037231486080803
72,0.0063197686112820214
73,0.01627909499238986
74,0.004714602780614117
75,0.1164734104739276
76,0.012618412554962816
77,0.00755392248160555
78,0.12211790867776569
79,0.03546098574740396
80,0.11308774732849684
81,0.19236773516273692
82,0.08266405039533195
83,0.004714602780614117
84,0.00441310565534732
85,0.008620831488163906
86,0.00441310565534732
87,0.053830306288060965
88,0.1742546368991923
89,0.0006334875868430004
90,0.00010129017813423187
91,0.003364956040099303
92,0.004487473703698133
93,0.013983754827098622
94,0.031448855330255
95,0.0035572584406081778
96,0.011193267673174627
97,0.03715208484918675
98,0.008485054770497043
99,0.00399758106679891
100,0.02952862659295179
101,0.014510456232162546
102,0.004714602780614117
103,0.16323970094097584
104,0.012946960871251328
105,0.003998825278938911
106,0.021171572221313967
107,0.027888471184136357
108,0.007850458820313646
109,0.02766940487436842
110,0.14350093350787055
111,0.028630982603802337
112,0.025160118512567803
113,0.004714602780614117
114,0.025250684797820583
115,0.00441310565534732
116,0.04172125441831525
117,0.010374651228198016
118,0.012037231486080803
119,0.004714602780614117
120,0.009966563930043576
121,0.01733301533557693
122,0.004930494762680861
123,0.008655765248992194
124,0.062110375270799406
125,0.025252719617740806
126,0.03331398169533864
127,0.020399172683201433
128,0.004714602780614117
129,0.008354268123725398
130,0.0015258571201796948
131,0.04183564915955353
132,0.0013107986810513836
133,0.0041333577844657726
134,0.015468677920520573
135,0.06644250404610513
136,0.0039411624683780766
137,0.10368438211042615
138,0.02624497478470961
139,0.016150612989797655
140,0.024689781714536087
141,0.0024810838257616013
142,0.00441310565534732
143,0.13669287868335298
144,0.0033091577027490127
145,0.17179547371463053
146,0.03634376552680987
147,0.01290085885863636
148,0.004714602780614117
149,0.008130938851264681
150,0.10060205303494764
151,0.0041333577844657726
152,0.008546463439813093
153,0.020687154091037187
154,0.007742465453737989
155,0.006033594894889657
156,0.04229701867613638
157,0.013143238952690326
158,0.06883168250761228
159,0.12376732027677517
160,0.004415429459570984
161,0.004086575431754517
162,0.027969016500236202
163,0.0034645527241456936
164,0.012618412554962816
165,0.00441310565534732
166,0.17727537807902738
167,0.15894775898171062
168,0.020497228250804505
169,0.012011092423785667
170,0.0039411624683780766
171,0.00660118343498136
172,0.03690578759446205
173,0.008655765248992194
174,0.11731133903137854
175,0.04021320395469624
176,0.026869063382750552
177,0.03209410901861342
178,0.017748539924125343
179,0.008008029858503381
180,0.0041333577844657726
181,0.008124993342769936
182,0.01760122766462745
183,0.012618412554962816
184,0.12006361370249513
185,0.15480577217903702
186,0.019644671293559703
187,0.14242381897226464
188,0.0670043393911494
189,0.012965214399579171
190,0.025089118598819123
191,0.004714602780614117
192,0.03295425793786077
193,0.06415327545547315
194,0.09333994769272896
195,0.004487473703698133
196,0.004714602780614117
197,0.03075510651398661
198,0.008655765248992194
199,0.009900250300312202
200,0.013143238952690326
201,0.013476958202493955
202,0.008130938851264681
203,0.013967117690437507
204,0.04195205056720922
205,0.026631591900869885
206,0.18017309121362324
207,0.1236717871765333
208,0.03465062296480931
209,0.017887156462290478
210,0.004714602780614117
211,0.07649976697623709
212,0.008576880622705264
213,0.03761876096989466
214,0.0024810838257616013
215,0.0734910378281501
216,0.07649180420168969
217,0.0006483619783794462
218,0.04116590342119313
219,0.19560775022643814
220,0.04861269832245151
221,0.00684340312225814
222,0.0034545118549705665
223,0.0006483619783794462
224,0.0013107986810513836
225,0.004487473703698133
226,0.005773109557993948
227,0.04508340523588358
228,0.1127274875881784
229,0.036094225075913575
230,0.004714602780614117
231,0.09082574227223071
232,0.14670856449363037
233,0.026807532126798036
234,0.051010699380923105
235,0.0035572584406081778
236,0.09456472254780077
237,0.004091438787442257
